session_id,target
1,0.0022191936102481796
2,2.518894429744676e-09
3,6.15994790843122e-09
4,1.3226516147533937e-08
5,2.7290854774102754e-05
6,0.00015117764671143232
7,0.00044237173442801195
8,0.00010124712542202493
9,0.0007770320733194006
10,0.10505596886812948
11,2.3798629878517628e-05
12,9.552991121495555e-05
13,0.000286578766565616
14,0.35896811043343574
15,3.470998832518569e-05
16,0.003831368828211331
17,0.015403171514886148
18,2.8333528133445893e-05
19,0.0007842966472716285
20,1.1894227072236993e-07
21,0.06461868484987202
22,6.363787084653337e-08
23,2.90871777925458e-05
24,0.0003366561890041977
25,0.07079762118487291
26,2.270698787381486e-09
27,0.0005339651326400159
28,2.134004711860089e-07
29,0.014140182678364909
30,5.52262451947024e-05
31,0.014122252571226084
32,0.045253737341597274
33,0.0005508079735387061
34,6.789425486538623e-08
35,0.014341399303180924
36,0.0003322578344985346
37,6.747899290502761e-09
38,8.105763070322775e-09
39,5.52262451947024e-05
40,2.5387684476288233e-05
41,0.0003970918951096001
42,0.001278672047756186
43,1.6095659150863736e-06
44,1.4021224668194908e-05
45,0.23965792816416528
46,5.2868310612114125e-06
47,0.008976499655886398
48,0.0006108609210363535
49,2.4469500386783403e-05
50,7.637455444101313e-06
51,6.466495986442645e-08
52,5.872335477707804e-06
53,0.03733815437608111
54,5.789530110121497e-05
55,5.084341471398758e-06
56,0.0018535208306471329
57,7.746885941206137e-07
58,1.1019668372431477e-05
59,6.986615885643756e-06
60,5.25310221402941e-06
61,6.03045369193814e-06
62,0.0012781627817671703
63,6.4761152459527815e-06
64,2.85024174968105e-05
65,3.1620048709288234e-06
66,6.473200644596982e-08
67,0.0001803148275381651
68,0.0001430592955133397
69,0.0909738632572371
70,0.00010745426332381356
71,0.0001592144261703592
72,6.986615885643756e-06
73,0.029960796872851074
74,2.518894429744676e-09
75,3.1982309213365294e-05
76,0.00032207638599656904
77,0.0001342551266807003
78,0.0014230969839412117
79,5.747118886551788e-06
80,0.0001234195501402041
81,1.7964907218100027e-05
82,2.907798081773608e-05
83,2.454128945695592e-08
84,0.25850599036437505
85,9.341693822735372e-06
86,2.9312023508979446e-07
87,0.0010479215560458455
88,0.0006443325240527225
89,0.00023634454842905175
90,0.01748623022286271
91,0.00011242196780970411
92,8.39955127401923e-06
93,0.03333450624908602
94,0.0007731917288937761
95,0.0398562746154638
96,1.6257176648064218e-08
97,8.647469593418751e-05
98,5.2763134186831056e-05
99,1.6660505041817577e-05
100,8.744527707596309e-05
101,0.0004354511581757974
102,0.07212362004828385
103,0.002274360972983345
104,0.0021062583698802703
105,2.4792515435587404e-06
106,0.00024231900026521394
107,0.0002787986293003674
108,1.6762172027564096e-05
109,1.4892826261142104e-05
110,5.581208845334386e-05
111,0.00014700321289999642
112,2.1288221422402793e-07
113,0.016250739181584473
114,5.960732121661852e-06
115,0.00011462200933036389
116,0.0008948792748758869
117,0.0012405882732609878
118,0.004115064788253287
119,0.01088495498113839
120,8.115396193352864e-05
121,2.8098084173898948e-05
122,5.52262451947024e-05
123,0.00028440318578741824
124,1.6459222298864364e-05
125,0.0017793465847559054
126,1.9535533076272402e-07
127,5.6894262565139074e-09
128,0.0002651704316417006
129,0.002912443110435184
130,0.0010321193804342687
131,0.013384158590366003
132,0.00044237173442801195
133,0.0008424205923858055
134,1.089344003789819e-06
135,7.207354467265212e-06
136,2.85024174968105e-05
137,0.0002561586970724632
138,0.0017103389796337398
139,4.442007152329983e-07
140,0.0004705509948242448
141,1.602625086641602e-09
142,0.00021536034090471404
143,0.00027513251124519216
144,0.0006575136069849887
145,2.518894429744676e-09
146,0.011047950466766557
147,0.0003072277143923555
148,0.00041226757044740894
149,0.0003237208074976394
150,0.06173661534540627
151,5.0844598903592175e-06
152,0.03027100717630141
153,0.0015422759796062688
154,0.002430766375552455
155,1.408312553689113e-05
156,3.853414121829557e-05
157,6.092408801793098e-05
158,2.85024174968105e-05
159,5.641129803949998e-07
160,5.52262451947024e-05
161,0.0010005186644984063
162,5.597484926859449e-05
163,9.812803632901234e-05
164,0.0010160336381742313
165,6.951184382925356e-08
166,1.545386503887201e-05
167,0.0039418023115455935
168,0.0003237208074976394
169,0.00029457057907131354
170,0.00020416327083118565
171,0.0006099224158481872
172,0.00012173075846609016
173,5.008814595358692e-05
174,0.0001770308950484178
175,0.13425795257737405
176,0.0005131505298976286
177,0.005455162626201065
178,1.3593679429422386e-07
179,2.183986714745693e-05
180,7.94030457109405e-05
181,0.0007355278443988158
182,0.053133689551388835
183,0.00010628202497852982
184,3.299578889595043e-06
185,0.0002070838676003172
186,1.8236153953615223e-05
187,1.2742528411601648e-06
188,3.637225676911818e-07
189,0.0008539423211737006
190,1.3178988675032642e-05
191,0.0002507162877280188
192,0.00037160413768197177
193,0.0005413437595532919
194,0.031030154633428
195,0.00037249401473213697
196,1.8525128183284646e-09
197,0.00019656295356219262
198,0.0011835728950749247
199,0.004639142886548173
200,4.989205189477965e-06
201,5.2868310612114125e-06
202,0.023733380116636088
203,1.9535533076272402e-07
204,0.001991756524146027
205,0.002098329149324403
206,7.763305237939878e-10
207,2.6594370067010913e-05
208,0.056594696639069395
209,9.564203409891346e-06
210,0.0015773714817177696
211,0.000341767963575398
212,0.009125053657999429
213,2.803735982953087e-05
214,0.01876390090438433
215,0.05644078038446243
216,0.001151289584200048
217,0.02163413118248948
218,0.00029457057907131354
219,0.004525431656553833
220,0.00038818383604199817
221,0.0006144972494593462
222,0.0002869678130537932
223,0.016319866684652434
224,0.00029457057907131354
225,0.031745211649492955
226,0.003233305809725432
227,0.0003777095301551205
228,1.7488070012842172e-05
229,7.188803322967383e-05
230,0.00025946332436132635
231,1.5856040974173177e-06
232,3.64037042153897e-05
233,2.7722283493287117e-05
234,0.004910606359781819
235,1.5195997662939369e-05
236,0.004303812081874657
237,0.0003631692000226181
238,0.00032479183463868233
239,5.52262451947024e-05
240,0.0027637440009406597
241,3.299578889595043e-06
242,7.246910336318785e-08
243,2.5640566292965444e-08
244,4.1466103451938773e-05
245,4.53476373875407e-05
246,1.1160215105195735e-06
247,0.045418574082938507
248,8.014327983525204e-05
249,1.411323949679468e-06
250,4.704438177148804e-05
251,0.07913767825422989
252,0.0001835863814878251
253,2.3422635132401567e-05
254,0.031745211649492955
255,5.6550581079161167e-05
256,1.3768859358288258e-09
257,0.00217189602165809
258,0.0033981985786671557
259,0.001083714262763987
260,0.02724327281925798
261,3.961215938033541e-05
262,0.056594696639069395
263,5.1368974390379384e-05
264,0.0003237208074976394
265,0.0005714130797736492
266,1.118087029365717e-06
267,8.071925267466001e-13
268,5.337739167309329e-06
269,0.0002534529702610227
270,9.490022861001593e-05
271,9.434530703808268e-06
272,0.00030980203996607995
273,2.4466941197705764e-05
274,0.0006849379426243394
275,0.0013350243446071939
276,3.9355191197329774e-08
277,0.0002733301522767375
278,0.009769136479326722
279,6.638486680705001e-06
280,0.0005983638340097519
281,7.014205777457882e-06
282,0.0003192077777711284
283,0.0005125863977069444
284,2.039667363725339e-06
285,2.6449814487772102e-05
286,9.606607842279178e-10
287,0.00028501179572713186
288,9.317856414426726e-07
289,0.00012898724289261336
290,3.1620048709288234e-06
291,0.0650473379561689
292,0.0003539814689499917
293,0.0012670302945355756
294,3.087624290424277e-05
295,6.205582223015373e-05
296,5.2400115707960106e-05
297,5.0799008929341e-05
298,3.363057137597003e-08
299,1.2746094077177574e-07
300,5.795832371910352e-05
301,3.1620048709288234e-06
302,4.6941697953085365e-06
303,4.458794504186165e-08
304,0.013931032700739657
305,0.0708915842498995
306,2.5664504685646736e-05
307,0.0008159402059381785
308,0.0013196097292370167
309,0.0005108862353436572
310,5.0661066962745856e-05
311,0.0018730972175076991
312,0.006813570494533402
313,0.00523746928118148
314,4.629319456647553e-05
315,1.0835039012248581e-05
316,8.528822534019086e-07
317,0.001241740590428308
318,5.1295125587094e-05
319,2.8547577886658868e-05
320,9.22698812798802e-07
321,0.0010943201276633902
322,7.92627927518431e-05
323,7.934463099391646e-05
324,0.009444018583755546
325,0.005886535276618119
326,0.0018147939577612291
327,3.786766216296807e-05
328,0.00247456358204817
329,5.52262451947024e-05
330,9.945071053528357e-06
331,0.013756186942404028
332,0.012835459747024226
333,0.19355467884101216
334,1.5585988880906405e-05
335,0.00013480095121348875
336,0.0008426143128181204
337,0.02362036158958039
338,0.011592151461109637
339,1.8217098690996414e-05
340,0.0011961316517935358
341,5.769584923180777e-06
342,0.0016216809793590183
343,0.00043369025667164084
344,0.003313589066900858
345,0.000961161902252302
346,0.0027070665890537022
347,0.41407396001382335
348,2.250970267841492e-05
349,8.850194374687596e-07
350,0.003030203764732542
351,0.0003015042257872823
352,0.014611638876867774
353,0.013853024869714788
354,0.00017378913923831097
355,0.002371779563862282
356,0.002235288425764902
357,3.168477369212625e-05
358,2.518894429744676e-09
359,0.04541857408293847
360,3.4177124435059576e-06
361,0.07095718545921298
362,0.0398562746154638
363,0.0008620712391056632
364,0.02286447515478617
365,3.4977945528939732e-09
366,3.455646128064181e-09
367,1.4311491650765344e-08
368,0.0014622508337397947
369,0.002247430604664025
370,0.00013335827038602965
371,0.00044237173442801195
372,6.02157670268389e-06
373,4.069740533268827e-08
374,4.809774733956043e-09
375,0.0005030862371062906
376,0.001209646239533405
377,4.802986849423689e-05
378,1.076918989506577e-08
379,7.574502289017251e-06
380,0.0002651704316417006
381,0.00013480095121348875
382,0.0010084998374862908
383,2.77126082518228e-06
384,0.0004514640099827212
385,0.00046742421972428806
386,7.122292884687191e-05
387,0.0002813974283708835
388,0.0007154941764544649
389,2.817756694471993e-05
390,0.00043787772417048956
391,3.8420461184319505e-07
392,8.927652905787428e-05
393,0.00044237173442801195
394,1.4310581881506477e-06
395,0.00010401307279537622
396,6.228082997990073e-05
397,1.1318193989120037e-06
398,7.667927195980937e-05
399,4.108831566311116e-09
400,6.577478026303001e-06
401,1.5493094738751708e-08
